date,ig_spread_bps,hy_spread_bps,leverage_ratio,interest_coverage,default_rate_pct,fed_funds_rate,gdp_growth_pct,unemployment_pct,vix,spread_ratio,ig_spread_chg,hy_spread_chg,ig_spread_ma6,hy_spread_ma6,ig_direction,hy_direction
2010-06-01,60.480582635216635,355.7312729591656,2.439387824497831,6.076003339913186,1.5934590096519896,1.6030438957338125,1.9505941125945556,5.263396052071111,16.40881830038294,5.881743486247938,-19.00701162974714,-53.12030242100752,78.21366902988375,403.09244260960344,0,0
2010-07-01,75.62255494467317,370.14155201425496,2.4399408424897926,6.00801053286419,1.6449731823535818,1.682004536509182,2.0215797562805875,5.285805300252153,16.985890427563483,4.894591994214652,15.141972309456534,14.410279055089347,76.14109480183025,392.0775100159712,1,1
2010-08-01,67.09878138597867,412.8784936374717,2.450368293650643,6.045323211165551,1.6569126403049075,1.7203762729668275,2.0106554193820565,5.2870645403303325,16.78284504152049,6.153293474324544,-8.5237735586945,42.73694162321675,73.99071873970709,387.14921534047045,0,1
2010-09-01,69.78989684226983,442.4962403173803,2.434175503241362,6.077597420222604,1.6439605330138722,1.69690255367008,1.8836363616717957,5.296832150185216,17.153990914891796,6.340405421682361,2.6911154562911577,29.617746679908578,71.32512242480904,393.09789272906943,1,1
2010-10-01,86.76754546963429,383.35500361223467,2.410826361479293,6.185760156387877,1.6341430405596233,1.724030555849378,1.656409277968916,5.219531171799669,16.550005728175975,4.418184259302299,16.97764862736446,-59.141236705145616,73.2078259237894,395.5756896534467,1,0
2010-11-01,86.12964357956545,397.2734811439808,2.416701719132223,6.1703712446402275,1.63056297758892,1.7008596712087551,1.5894320351588629,5.221982189225563,16.636595515648878,4.612505806749156,-0.6379018900688322,13.918477531746134,74.31483414288967,393.64600728074794,0,1
2010-12-01,79.75461203127007,447.97995249740495,2.387350535803772,6.181328761023424,1.628701865763428,1.677573183530242,1.7178918543073838,5.271782018350108,16.480918280256798,5.61697864346405,-6.375031548295382,50.70647135342415,77.52717237556526,409.0207872037879,0,1
2011-01-01,67.0470010111729,407.2123086724126,2.399598118475206,6.193797945208962,1.6650833429452772,1.689671297108544,1.7500059159269143,5.4168963791296125,17.648700341916605,6.073535020672343,-12.707611020097175,-40.767643824992376,76.09791338664853,415.1992466468141,0,0
2011-02-01,74.88846635604033,502.4243354856726,2.348520610348071,6.272670609197136,1.667680637235642,1.594007284875654,1.5631450991201161,5.512823461738133,17.903121185217817,6.708968148673381,7.84146534486743,95.21202681326002,77.39619421499215,430.1235536215143,1,1
2011-03-01,92.97900345319988,431.6628601639035,2.3793952794678406,6.267905832577788,1.704312641096421,1.5077613932500022,1.5891222379977934,5.728141707489288,18.24072384729302,4.642584283893481,18.090537097159554,-70.76147532176913,81.26104531681382,428.31799026260154,1,0
2011-04-01,80.65753998366,332.6745805268722,2.3935732039402318,6.281856908866305,1.700276812090992,1.4796470167879536,1.646919844957119,5.651406951200483,17.828846881170552,4.124531700251049,-12.321463469539879,-98.98827963703127,80.24271106915144,419.87125308170783,0,0
2011-05-01,101.88618605179025,430.14627579590984,2.401254095969648,6.312251734352132,1.7042085716067965,1.4290054607712326,1.514341229526949,5.738639014872551,17.34124065709806,4.221831167350402,21.228646068130246,97.47169526903764,82.8688014811889,425.35005219036265,1,1
2011-06-01,81.99020501045658,409.2872216544082,2.4307348254880132,6.32158219050995,1.604298537380191,1.4447178274009962,1.5373999954187783,5.756973215446386,16.90868246927844,4.991903869519658,-19.89598104133367,-20.859054141501645,83.24140031105331,418.90126371652985,0,0
2011-07-01,83.64852972325646,459.3798772464184,2.4806990588218905,6.299260509782424,1.6501149211153152,1.3993166236249357,1.5461313031856783,5.9759535087681535,17.303134611656734,5.491786631112763,1.6583247127998817,50.0926555920102,86.00832176306726,427.59585847886416,1,1
2011-08-01,78.33869506149543,432.9273462597692,2.5111301607724346,6.308965009427339,1.6674393449102147,1.328701438558171,1.3746857585110845,5.895123680232639,16.88215013083647,5.5263538142922055,-5.30983466176103,-26.452530986649208,86.5833598806431,416.0130269412136,0,0
2011-09-01,81.18995161129047,398.14817258831704,2.4559039338324853,6.362646596920327,1.7173398504031974,1.4019838770042488,1.4283538625633272,5.811151496014561,17.171924987732886,4.903909470158492,2.851256549795039,-34.779173671452156,84.61851790699153,410.42724567861586,1,0
2011-10-01,83.37080295176823,371.490173834075,2.417516624830414,6.311320831949774,1.5725270814935128,1.390695061979922,1.5124715415185623,5.751212231470159,19.247325786378322,4.455878565173348,2.1808513404777585,-26.657998754242044,85.07072840167623,416.89651122981627,1,0
2011-11-01,92.35638178176407,419.2442767807159,2.398772067499544,6.317969315657118,1.6769458167325493,1.3940714722143182,1.6749292279948538,5.5388226590391785,20.118450489810016,4.539418594498214,8.985578829995845,47.7541029466409,83.48242769000521,415.07951139395055,1,1
2011-12-01,93.26870545789296,387.85612580040976,2.3995547990058688,6.282963274910159,1.6699663353247907,1.3228340629036452,1.8329995358000892,5.486247156871102,19.792426957642174,4.15848085267476,0.9123236761288922,-31.388150980306136,85.36217776457794,411.5076620849509,1,0
2012-01-01,79.80269035513878,415.70798734747257,2.4150845696199426,6.342715606356402,1.7253754761616664,1.2956149266773862,1.6263491306065256,5.410333890715732,20.99364087980612,5.209197653581408,-13.466015102754184,27.85186154706281,84.72120453655832,404.22901376845994,0,1
2012-02-01,73.82888812481141,457.42902814234145,2.3933122552253385,6.266556261117213,1.67338017980539,1.3011610561628795,1.4856753746192572,5.425373269363353,20.58556550678457,6.195800041970494,-5.973802230327365,41.721040794868884,83.96957004711099,408.31262741555526,0,1
2012-03-01,62.8902909636525,477.8909817199023,2.3989152581596507,6.238610168753634,1.7040188750585183,1.2436113772917645,1.562930664700556,5.459548866941069,18.547440971606715,7.598803796218718,-10.938597161158917,20.46195357756085,80.91962660583799,421.6030956041529,0,1
2012-04-01,83.2203909308285,413.0579500827389,2.3762537701890514,6.25747076250686,1.6513480968998355,1.262396278209048,1.6399985573373876,5.647165950862657,17.539354660689312,4.963422371159807,20.330099967176004,-64.8330316371634,80.89455793568136,428.5310583122635,1,0
2012-05-01,60.57577118025848,330.4826990242227,2.3579082360992927,6.335746963968576,1.6201596488650454,1.2323643437131078,1.7172557102832946,5.742208334681263,15.668562739663455,5.45569115481482,-22.644619750570023,-82.57525105851619,75.5977895020971,413.7374620195146,0,0
2012-06-01,59.32273513037105,377.9881327281423,2.315708403193846,6.332459450914928,1.7158612165583846,1.217779656223444,2.295165433881503,5.6845179691150225,15.317049255622146,6.371724633017238,-1.2530360498874273,47.50543370391961,69.94012778084345,412.09279650747004,0,1
2012-07-01,69.60506476632459,404.1397643772572,2.288011405810519,6.304699474580268,1.7063270965202173,1.187694325611974,2.380799010485478,5.594676501980187,15.3354676348117,5.806183296201498,10.282329635953538,26.151631649114904,68.24052351604108,410.16475934576744,1,1
2012-08-01,93.47697975182513,346.2359159697978,2.247460867642029,6.398757328052297,1.7171987401792035,1.2803082348374208,2.5511338565125676,5.643868419130837,17.011904947086983,3.703969863906922,23.87191498550054,-57.90384840745941,71.5152054538767,391.6325739836769,1,0
2012-09-01,68.08184054221803,366.1893411943594,2.2181846700527093,6.326356633031485,1.7607021267136411,1.2796333736005243,2.694234121036548,5.511845098428773,17.338832320851143,5.378663947360277,-25.395139209607095,19.953425224561556,72.38046371697097,373.0156338960864,0,1
2012-10-01,78.06480417795441,376.7495196769983,2.249793923950944,6.21641633520048,1.7854862211122713,1.2267478271527292,2.7919428087324176,5.694990975014209,17.11973179204228,4.826112402948842,9.982963635736382,10.560178482638946,71.52119925815862,366.9642288284629,1,1
2012-11-01,72.87723342296364,354.46804696125054,2.221311957285986,6.238417057703147,1.7930071663694502,1.2678750727578887,2.744652422036366,5.812934987086337,17.94913737322577,4.863906467250135,-5.187570754990773,-22.281472715747782,73.57144296527615,370.96178681796755,0,0
2012-12-01,65.92177625857371,390.7865685049645,2.300283419231108,6.213314346485516,1.8112552164927616,1.2068328902593377,2.858497805110356,5.766017421875866,15.738002064217884,5.928034568912867,-6.955457164389927,36.318521543713985,74.67128315330991,373.09485944743795,0,1
2013-01-01,77.19389071137854,367.244655089474,2.3150829562575344,6.162252705628981,1.931425995754675,1.2172760700095755,2.7425740229297206,5.594703968966779,15.97361662232645,4.757431601194592,11.272114452804828,-23.541913415490512,75.93608747748557,366.9456745661408,1,0
2013-02-01,68.08728788625339,400.1491196420861,2.3206280399683807,6.197670527993949,1.928545055902996,1.1192925638155866,2.707051231918719,5.73009120638332,16.744481816213415,5.877001890728488,-9.106602825125151,32.90446455261207,71.70447216655695,375.93120851152213,0,1
2013-03-01,68.72085731694617,330.4826990242227,2.294877306562944,6.209860563682509,1.9386000082387445,1.0528832613706651,2.6342466997443537,5.718637221858058,15.265895570433575,4.809059606168906,0.6335694306927735,-69.66642061786337,71.81097496234499,369.980101483166,1,0
2013-04-01,74.01582190201441,365.9602453739351,2.315886602945214,6.181656632145672,1.9911327280391249,1.0627263231641213,2.646527820652302,5.842418853055404,16.409649613640504,4.944351571997813,5.294964585068243,35.477546349712384,71.13614458302165,368.1818890993222,1,1
2013-05-01,63.027812946495786,412.10922176685074,2.298617468158081,6.117641412212127,2.046409024687024,1.0996496521638917,2.993726605653328,5.682976087175968,16.748146021134918,6.538529618926959,-10.988008955518623,46.14897639291564,69.49457450361034,377.7887515669222,0,1
2013-06-01,78.94647327033921,366.41993334292584,2.3022777625974413,6.161264278626135,2.105760539965043,1.1082180662233903,2.7136368267645663,5.62303858488059,16.332858107234117,4.641371782222381,15.918660323843426,-45.68928842392489,71.66535733890458,373.72764570658245,1,0
2013-07-01,70.4256464744913,463.4357681801539,2.3790802987455053,6.193774337524068,2.1376970510665023,1.1024356521039782,2.816575855320743,5.623562954852408,16.9656399733404,6.580497182202137,-8.52082679584791,97.01583483722806,70.53731663275671,389.7594978883624,0,1
2013-08-01,72.38861626024452,406.26375043266245,2.3761985017537657,6.188815544335099,2.0805468054299783,1.0873804673245138,2.574668474642295,5.628261014228883,19.2363328311448,5.6122602063852485,1.9629697857532165,-57.17201774749145,71.25420469508857,390.7786030201251,1,0
2013-09-01,86.03819163608175,436.81354782497885,2.4106767015423363,6.281147394137482,2.162218382045033,1.0134543678061425,2.5038786947738805,5.583254467080958,19.418199086203295,5.076972673630588,13.64957537583723,30.549797392316407,74.14042708161116,408.5004111535845,1,1
2013-10-01,71.99178133704773,465.07223136499715,2.3895814087885596,6.227643155821174,2.1049011123940984,0.9774621573864071,2.6672212843189853,5.6455394603157085,19.66641967250363,6.460073951881311,-14.046410299034022,28.258683540018296,73.80308698745004,425.0190754854282,0,1
2013-11-01,79.89178050437722,365.7192932971428,2.3885317540736506,6.151366897274937,2.12003288565605,0.9544302188384177,2.6768632871833047,5.538777417377449,19.207058772963386,4.5776835988416265,7.899999167329497,-99.35293806785432,76.61374824709695,417.2874207404768,1,0
2013-12-01,79.14956668477562,347.03690146139513,2.441655773142716,6.116771493780875,2.0823190931550823,1.0072863301493635,2.515201570493909,5.52453946887532,18.357214403498595,4.3845710848111,-0.7422138196016022,-18.682391835747694,76.64759714950303,414.05691542688845,0,0
2014-01-01,92.62805891377948,366.10508772558643,2.422846761409083,6.1144921929631,2.0791121758254327,1.0244672446277865,2.4079060141049133,5.5365690320465095,19.18755022004284,3.9524210268334157,13.478492229003862,19.068186264191297,80.34799922271772,397.8351353511271,1,1
2014-02-01,85.05929551297382,471.71364086758234,2.477220218148991,6.126659165429235,2.0955502963406065,0.9363152368596499,2.509845676445115,5.588012915452384,18.331466394133972,5.545703594448809,-7.568763400805665,105.60855314199591,82.4597790981726,408.74345042361375,0,1
2014-03-01,81.69807810118986,404.57959453226374,2.498452776212655,6.1145973625364185,2.1116181571131203,0.9525194353293897,2.4002906816875442,5.659174403261273,18.403032631353366,4.952131114163521,-3.3612174117839544,-67.1340463353186,81.73642684235729,403.37112487482796,0,0
2014-04-01,87.43816990015429,520.169256884073,2.481578772935827,6.132200132362133,2.1327141948248847,0.9332653213085739,2.4327594701248407,5.5467101940774866,17.925375184588248,5.948995244045645,5.7400917989644284,115.58966235180924,84.31082493620839,412.55396246134063,1,1
2014-05-01,94.78004326022145,403.8394953055566,2.500551005107493,6.069623161152611,2.213399758277817,0.8994192212932759,2.4395952461104127,5.393298777003924,18.40435501033464,4.260807248175686,7.341873360067154,-116.32976157851635,86.79220206218243,418.90732946274284,1,0
2014-06-01,88.63876576453127,442.2599799247353,2.5297276385962943,6.141811391356274,2.236076473353516,0.9300030357353193,2.3418551939695402,5.521066459193775,18.738017115621588,4.989464554364376,-6.141277495690176,38.420484619178694,88.37373524214168,434.77784253996623,0,1
2014-07-01,85.65581722763469,507.503620249423,2.5483819374628105,6.137703832436645,2.2238686415889837,0.9815530118601168,2.663446807368339,5.554297860391734,19.77555705987949,5.924917147199779,-2.9829485368965862,65.2436403246877,87.21169496111757,458.34426462727237,0,1
2014-08-01,68.52469795491285,514.4294281416113,2.501275195866097,6.193568624016052,2.2720730000034015,1.0281170178159267,2.7585346607160406,5.479449206736079,19.26554066102474,7.5072119030731095,-17.131119272721833,6.925807892188288,84.45592870144074,465.4635625062772,0,1
2014-09-01,71.4905173611167,518.4681494654816,2.4794610805913506,6.210704891334937,2.3315465244496334,0.9861561416547948,2.4547632727173996,5.634564404288331,18.995665725731367,7.252264616390558,2.965819406203849,4.038721323870277,82.7546685780952,484.4449883284801,1,1
2014-10-01,75.73074026493644,469.5991118464659,2.4720355215248055,6.233542552292627,2.2701661336927836,0.970695522862234,2.4827314199328137,5.646131867717617,18.01690200994906,6.200904813601719,4.240222903819742,-48.86903761901567,80.8034303055589,476.0166308222122,1,0
2014-11-01,72.057973993637,459.8047626022363,2.4698025186518042,6.262030916304236,2.300036137185277,0.9872586944324122,2.3834634502175556,5.764061586124,17.57260874987295,6.3810392815490315,-3.6727662712994373,-9.794349244229636,77.01641876112816,485.3441753716589,0,0
2014-12-01,77.22400435349334,447.9872367618547,2.4884226815783244,6.284416344305102,2.3350947743008215,1.0360359507885302,2.511328450436989,5.77081343426501,17.9499092429178,5.801139691114572,5.166030359856336,-11.817525840381563,75.11395852595517,486.2987181778455,1,0
2015-01-01,83.31325553450844,468.12178262252144,2.493753711606322,6.316552482298479,2.320216599132822,1.0120772388962656,2.392450339672084,5.976888226753209,18.706897859563153,5.618815152753512,6.089251181015101,20.13454586066672,74.72353157710079,479.73507857336193,1,1
2015-02-01,84.69053086158802,404.2086241873791,2.453693380845019,6.383010108805101,2.389001939798403,1.0027942900630749,2.375239873452049,6.15242231099753,17.78473253538553,4.772772352176986,1.3772753270795732,-63.91315843514235,77.41783706154666,461.36494458098986,1,0
2015-03-01,81.07649877649287,403.32331169587076,2.465099316375198,6.392836167290175,2.3814991604467766,0.9474775413627734,2.4509879652991176,6.127525896149622,18.65433845549119,4.974601984327539,-3.614032085095147,-0.8853124915083299,79.01550063077602,442.17413828605476,0,0
2015-04-01,90.85408673666319,453.2874333884607,2.4834168887337125,6.4282863551696,2.387777983120354,0.8876672101587398,2.5808512444246356,6.224682991245058,20.00997631429614,4.989180450432523,9.777587960170322,49.96412169258997,81.5360583760638,439.45552520972046,1,1
2015-05-01,89.37272208886267,455.5183791904434,2.5002106021716437,6.423799570455238,2.37912439190616,0.9282935012784498,2.4008067833662694,6.289220586203573,20.423411217519842,5.0968390415313145,-1.4813646478005182,2.2309458019826707,84.42184972526809,438.74112797442166,0,1
2015-06-01,75.7232548931539,470.45001615636005,2.5326340239382823,6.495805431227712,2.3799033442852338,0.9961055027069909,2.350631597990127,6.426083741956807,22.300207030077907,6.21275481118936,-13.64946719570878,14.931636965916653,84.1717248152115,442.4849245401726,0,1
2015-07-01,84.46170301433627,507.4475912569819,2.5576516885747496,6.4619858161247485,2.3250895899404735,0.9925049966279742,2.2793898013159835,6.329591395898797,21.526417830974335,6.008019885306473,8.738448121182373,36.99757510062187,84.36313272851616,449.0392259792493,1,1
2015-08-01,89.03924944117385,502.01853173400093,2.5714270909516026,6.552032837770289,2.2530870458107586,1.0426816415225755,2.181390416429927,6.398196541898641,20.281763127662916,5.638171198485594,4.577546426837586,-5.429059522980992,85.08791915844712,465.34087723701964,1,0
2015-09-01,72.480395419186,447.2009290638369,2.5693221196078433,6.550024940238073,2.3328122989720073,1.0607634427749573,2.4462085524720916,6.5040389905836,18.503042878758638,6.1699570825666346,-16.558854021987855,-54.817602670164035,83.65523526556264,472.6538134650139,0,0
2015-10-01,93.26899365294875,513.6468336353697,2.519493291602364,6.47848618513217,2.290464231556091,1.0285074550447009,2.506955809116235,6.328165041941288,19.99908719024782,5.507155309798183,20.788598233762755,66.44590457153282,84.05771975161024,482.7137135061655,1,1
2015-11-01,104.97618466013911,416.26278265339454,2.532381838176341,6.484891405877709,2.2408946140832757,1.0465772353201217,2.317823215965978,6.209839190674711,20.65345284660188,3.9653068360318793,11.70719100719036,-97.38405098197518,86.65829684682298,476.171114083324,1,0
2015-12-01,100.54739401219331,447.0307285456591,2.5386124687912344,6.4508388230039655,2.1332251084030895,1.12347906364342,2.4555025080241943,6.005915972898701,20.597868175691424,4.445970310194693,-4.428790647945803,30.76794589226455,90.79565336666288,472.26789948154055,0,1
2016-01-01,85.5246822377487,424.72919610013355,2.5467598339070956,6.492871000453402,2.101277021018615,1.1216877616879226,2.773825937576089,5.978975289454246,20.877836802011245,4.966159300299247,-15.022711774444602,-22.301532445525538,90.97281657056494,458.48150028873243,0,0
2016-02-01,98.23268530507819,360.36616387383253,2.5084573766324865,6.4602398014882825,2.0351225313482395,1.1999199444786228,2.9286957266587614,6.050729515033842,19.75234775471287,3.668495498770644,12.708003067329486,-64.36303222630102,92.50505588121568,434.87277231203774,1,0
2016-03-01,93.1798359210504,465.9166858819634,2.4760256804202387,6.437930629827543,2.117223289355058,1.0689326892741355,2.7007902317656596,6.200965220243445,22.198099734329695,5.000187876234578,-5.052849384027795,105.55052200813088,95.95496263152641,437.9920651150589,0,1
2016-04-01,90.58323395008209,472.67399365693024,2.5076202660202256,6.343453593280267,2.16771414382219,1.1100278144928968,2.6281551208357214,6.2083746982854215,22.32732091630492,5.218117890529364,-2.596601970968308,6.757307774966819,95.50733601438196,431.16325845198554,0,1
2016-05-01,88.3536686552486,539.2623262840091,2.506433611404526,6.3208382773178124,2.1333066265633036,1.1143801679048053,2.818191793213715,6.371236252842551,22.436715710909812,6.103451441141426,-2.229565294833492,66.58833262707884,92.73691668023355,451.6631823904213,0,1
2016-06-01,94.85552650141766,519.0954901427448,2.5268786323257046,6.199644310986365,2.245928416830519,1.099429800381512,2.712041373370898,6.233226107021062,23.162482334808505,5.472485465936312,6.5018578461690595,-20.166836141264298,91.78827209510428,463.67397598993557,1,0
2016-07-01,94.97829991102361,458.57137292366025,2.5277281836096184,6.120449169812079,2.295016691180099,1.104017839208287,2.7786142875928324,6.062887863085547,23.64349156654522,4.828169943589781,0.12277340960595495,-60.52411721908453,93.3638750406501,469.31433879385673,1,0
